Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
339,0,60.2 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Legalizing marijuana is an issue in US which should be taken care of soon. Marijuana is good for medical purpose so if it is legalized then it should be legalized only in hospitals.
340,3,46.33 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","I think this is a great idea, we will be saving trees and patients."
341,0,56.66 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I agree that it could be hard for people to trust someone who graduated from an online school.
342,0,60.12 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Get rid of online medical programs, because people need to be training with hands on experience."
343,0,39.01 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Almost everyone has iphone or ipads or technology of some sort. They could use these technologies to help them have a healthy lifestyle. For example, they could download the apps in their phones which provide their BMI check up or weight check up for free. This could really help many from less hospitals visits."
344,0,88.73 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","If some people cannot afford being treated, then they won't be able to afford buying the technology to do this."
345,0,175.65 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Now the people who really care about their health have many ways to keep them in shape. The apps in the phones have exercising routines from which people can follow up 20 min everyday and be healthy for coming years ahead of them.
346,0,23.71 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I think that the amount of restaurants in US is really making everywhere else to think that the US is a fat country.
347,0,57.17 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",The people should be required to volunteer more hours in the hospitals so that they are experienced.
348,0,60.19 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","There is really no excuse to not being healthy. Even an app can help out a person, so idk why so many people complain about not being in shape. It is all a matter of choice and action."
349,0,4.84 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I think that the field tests should be very practical because we learn by experience and not just by memorizing the books.
350,0,113.81 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",A diverse environment inside hospitals would help people be more accepting with other races. It would help patients be friendly to people they have never interacted with.
351,5,44.86 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency",They could create an app that everyone can afford and its only one-time buying too so that everyone can use it whenever they want without buying it each time.
352,0,85.65 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","We are way to involved in foreign affairs. Like hurricane Katrina, the first people to actually show up and help were Canadian officers and Cubans I believe, where were the American federals? Something doesnt seem right there."
