Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
556,0,22.02 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","Before being allowed on Medicare or Medicaid, a class on the healthcare system should be required"
1460,0,20.04 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",The way it is now the people on either end (poor & wealthy) have the most government assistance
560,0,19.88 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",Urgent care facilities should not have a general starting visit rate above $100
565,0,20.04 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","If Medicaid or Medicare is going to be denied to someone, other options should be suggested or offered"
1453,0,22.59 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",The government should offer a basic healthcare coverage policy to all Americans regardless of employment or income level.
355,0,26.57 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",Bingo! Our government needs to realize yes we are an open nation and that is great! But as an open nation we should have the number one priority of focusing on our growing nation and accommodating to the needs of Americans because we are all here for one thing and that is to achieve the American Dream.
574,0,21.07 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",long term care facilities should be better accommodated to feel like a home and not a temporary hospital
1678,0,20.4 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","Not everyone can be ""wealthy"", there has to and there will be poor people.  That doesn't make anyone greater or less, so when providing healthcare to our nation we should keep in mind health before wealth."
1850,0,19.14 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",eliminate the somewhat of a monopoly on healthcare over the people
445,0,18.71 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","i love this, but multiple states of all sizes and types to eliminate bias"
1855,0,19.4 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",overall reduce the profitability of healthcare and force these establishments into putting the patient first rather than the almighty DOLLAR!
