Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
857,0,33.68 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Revising the FDA's ""ideal"" food pyramid is more than necessary. It becomes clearer and clearer to nutritionists that animal-derived products that contain such high fat, sodium, and added hormones do not improve human health. Less emphasis should be made on meat and dairy portions while vegetables and nuts should be considered more of main staples. (It is sadly not uncommon to come across a person who claims they ""don't like"", ""hardly"", or ""almost never eat vegetables"".) Some of the most common health problems are faced by Americans are heart conditions which can often in part be traced back to high meat and fat consumption."
858,0,51.69 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Factory farms should become outlawed. If animal-derived products are to be consumed, it should overall be on a lesser scale and certainly without added hormones, cruelty, and filthiness of factory farms. For example, the average factory farmed chicken after hormones and antibiotics is fattened to multiple times what its natural weight would be. It eventually is forced to grow so large that its legs can no longer support its body. Studies have shown that the consumption of chickens like this have detrimentally affected the physical development of pubescent girls, causing them to start menstrual cycles as early as 8 years old and in addition, develop breasts early. At the very least, even if factory farms are not outlawed, the undercover investigations done about them should be broadcasted in news. PSAs should be developed to lessen usage of animal products or to promote vegetarianism for health."
451,0,24.04 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",these things could include natural remedies such as plants and such
327,0,23.21 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","US could use Canada as an example and if they find some flaws in Canada, they could always improve that part in US."
1469,0,30.13 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","i know for a fact that some generics arent as good quality as the name brand. so in the case of your health, its better to spend the money on the name brand when needed. you should do a lot of research and talk to your doctor before using generic Rx brands"
1692,0,37.95 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Educate those that are not aware how cheap it is to be healthy. Gym membership 10.95 (fitness connection) $1.89 lb of chicken breasts. Water is free, Organic is a sham, sorry but look at what the FDA considers organic, the rest is just marketing labeling, so you dont have to overpay for fruits and greens.  And supplements are an aid, (most are crap anyway) so not needed. This education of finding alternatives is pretty important i feel to help the less poor realize they have options other than hot dogs to feed the kids cause they are cheap."
711,0,23.73 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Legalize medical marijuana in all states. The only reason it's illegal was because of racism 20-30 years ago.
454,0,28.81 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",instill more nutritional values in young kids so their foundation is knowledge in healthy eating and lifestyles
710,0,21.84 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","Legalize Euthanasia, people deserve to be able to choose when they die, keep religion out of medicine."
874,0,21.63 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",hand sanitizer dispensers available everywhere so the public can have easy access to them.
875,0,26.3 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","everyone should be able to maintain a healthy diet so that they will not risk heart disease, obesity, high blood pressure, etc."
319,0,21.07 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Find a way to increase money funds so that the hospitals can use them in order to promote better care.
1463,0,32.18 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",i agree. generics are the same chemical compounds and have the same effectiveness as the name brand.  The difference is that other companies can not make the generic as long as the company with the name brands patent is in effect.  This is to reward them for the R&D required to develop the drug.  But I'm afraid those companies spend more on marketing than R&D and that they are making profits way beyond either the R&D or marketing costs
317,0,29.84 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live","The U.S. should do away with abstinence-only education in high schools, and start teaching safe sex practices. Teenagers are going to have sex no matter what so they should be well informed on methods of contraception so they can adequately protect themselves from STDs and unplanned pregnancies."
316,0,22.83 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",Increase funding on stem cell research.
877,0,30.78 %,"make, time, healthy, thing, agree, food, child, lot, cheap, live",parents should be more responsible for the well being of their child. this means that they should have their children eat healthier foods and exercise daily to prevent being obese
