Line_Number	user	fake_username	timeCode	content	reply	contentSimp
107	56f55	Dana Avila MD	April 15, 2013, 02:15:16 PM	exactly. I went to the J-spot seminar a few weeks ago and the speaker showed a video of what sex education is like in MIDDLE schools in parts of Europe, and it was more education about sex than I saw in high school. It talked about the different parts of the sexual organs and how you're supposed to treat them. Also, about stds and things you shouldn't do during sex to make sure you're safe.	-1	exactly. j-spot seminar weeks ago speaker showed video sex education middle schools parts europe, education sex high school. talked parts sexual organs you're supposed treat them. also, stds things shouldn't sex make you're safe.
108	56f55	Dana Avila MD	April 15, 2013, 02:16:40 PM	The only problem is that the person has to be qualified. I'm not about to take myself or a loved one to a doctor with no experience.	55	problem person qualified. i'm loved doctor experience.
109	56f55	Dana Avila MD	April 15, 2013, 02:20:50 PM	Honestly, the only way healthcare reform is going to happen is if there is money to do it. The only way I can see that happening is if the government spends less on the military and useless goods that no one really needs from other countries and starts focusing more on it's own problems rather than the rest of the world's. Start manufacturing the medication here in the US to make it more affordable. Educate US citizens and give them scholarships to go to medical school rather than people who are only here to get an education then move back to their own country. We need to focus on ourselves before we try and give our time and money to other places in the world.	-1	honestly, healthcare reform happen money it. happening government spends military useless goods countries starts focusing it's problems rest world's. start manufacturing medication make affordable. educate citizens give scholarships medical school people education move back country. focus give time money places world.
110	56f55	Dana Avila MD	April 15, 2013, 02:21:33 PM	The people who need healthcare the most and can't afford it would not be able to afford technology at all.	91	people healthcare can't afford afford technology all.
111	56f55	Dana Avila MD	April 15, 2013, 02:22:35 PM	They can't download an affordable app if they don't have the device the app is available for. Not everyone owns an iphone or an android.	99	can't download affordable app don't device app for. owns iphone android.
112	56f55	Dana Avila MD	April 15, 2013, 02:25:25 PM	If the people who need the healthcare reformed the most don't really care then nothing will change. It needs to be more widely educated so that people know what options are available to them.	-1	people healthcare reformed don't care change. widely educated people options them.
113	56f55	Dana Avila MD	April 15, 2013, 02:27:46 PM	I don't understand why people who are here illegally need to be treated in the hospitals that our money pays for. They sit in the emergency room with a cold because they can't get insurance to go to a regular doctor and this takes away from the people who are in an actual emergency with appendicitis or something worse. I understand that they came here to get a better life, etc. but if someone I love dies in an emergency room because a bunch of illegal immigrants were taking up the beds I'd be very very upset.	-1	don't understand people illegally treated hospitals money pays for. sit emergency room cold can't insurance regular doctor takes people actual emergency appendicitis worse. understand life, etc. love dies emergency room bunch illegal immigrants taking beds i'd upset.
114	56f55	Dana Avila MD	April 15, 2013, 02:29:35 PM	this would not be quicker. it would be more stressful for doctors and nurses, and they would be in such a rush to get to every patient that they could miss minor details in a persons health that could be deadly.	43	quicker. stressful doctors nurses, rush patient miss minor details persons health deadly.
0	94g11	Kathryn Gallegos	April 01, 2013, 10:23:35 AM	make the average health care affordable	-1	make average health care affordable
1	94g11	Kathryn Gallegos	April 01, 2013, 10:24:06 AM	teach all people about healthcare before they are adults	-1	teach people healthcare adults
2	94g11	Kathryn Gallegos	April 01, 2013, 10:24:42 AM	have better healthcare providers	-1	healthcare providers
3	94g11	Kathryn Gallegos	April 01, 2013, 10:25:07 AM	put money into healthcare, and child development	-1	put money healthcare, child development
4	94g11	Kathryn Gallegos	April 01, 2013, 10:25:54 AM	have more clinics that are up to code, and professional	-1	clinics code, professional
5	94g11	Kathryn Gallegos	April 01, 2013, 10:29:16 AM	make information on health care readily available	-1	make information health care readily
6	94g11	Kathryn Gallegos	April 01, 2013, 10:33:07 AM	people who already health insurance through their employer should be left alone, people who are unemployed or work some where where healthcare is not provided should be given some type of health care option	-1	people health insurance employer left alone, people unemployed work healthcare provided type health care option
7	94g11	Kathryn Gallegos	April 01, 2013, 10:35:41 AM	healthcare should be made to understand, not worrying if you have the best insurance plan or if the doctor you like does not take your insurance; such as PPO, HMO, etc...	-1	healthcare made understand, worrying insurance plan doctor insurance; ppo, hmo, etc...
8	94g11	Kathryn Gallegos	April 01, 2013, 10:46:43 AM	use different types of healthcare from other places	-1	types healthcare places
9	94g11	Kathryn Gallegos	April 01, 2013, 10:49:44 AM	make free health care	-1	make free health care
10	61g12	Ruben Morgan	April 01, 2013, 01:28:57 PM	have a class over healthcare in high school, make it a required class	-1	class healthcare high school, make required class
