Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
552,1,"Some of the buckets could be bigger or smaller than others, or shaped differently like in the shape of a cube. The buckets that are smaller or shaped differently are worth more points.","water, catch, track, pool, paint, top, gun, name, swim, group"
271,1,['4 people are seating down in a chair where it can fling them into the swimming pool'],"water, catch, track, pool, paint, top, gun, name, swim, group"
2791,1,"In each game their will be one random surprise round where the ref hides a ""Super Duper Golden Giraffe Round"" The giraffe will be well hidden and worth 50 points.","water, catch, track, pool, paint, top, gun, name, swim, group"
764,1,['The out-of-water receiver will only have 3 seconds to be out of the water before he is no longer able to be in the play.'],"water, catch, track, pool, paint, top, gun, name, swim, group"
959,1,"To elaborate on the Water Gun Zombie Idea, you should just start with one (anonymous) zombie then have a massive break out of the 'disease'. Basically turning the game into human vs. zombie water gun break out.","water, catch, track, pool, paint, top, gun, name, swim, group"
3087,1,"Battle royale without actual deaths, players are given vests with clearly marked ""kill spots"" where they can strike a player to ""kill"" that player and knock them out of the game. After the vests, the players are given a bag with random objects, food, water, and one random ""weapon"" (anything from a paper fan to a fake knife), and set out to ""survive"" for a whole day. The last one standing wins.","water, catch, track, pool, paint, top, gun, name, swim, group"
637,1,"'capture the flag'. Teams would have 'paintball' like guns, except when a player is struck by one, time around them slows, i.e. they are 'frozen' until time gradually begins to speed up to normal for them. Teams would attempt to invade their opponents base and grab their flag and return it while briefly and temporally incapacitating their opponents.","water, catch, track, pool, paint, top, gun, name, swim, group"
1356,1,"Water gun fight- this is like paintball but with water. In order for a person to be out, one must hit them with water on their clothing only. No face.","water, catch, track, pool, paint, top, gun, name, swim, group"
601,1,"Is technology an issue? e.g. antigravity, etc. ruled out?","water, catch, track, pool, paint, top, gun, name, swim, group"
2895,1,"Each player can find shortcuts or use any mode of swimming (underwater, ""surface swimming,"" breast stroke, etc. ) in order to reach the next or first target, the fastest most accurate player can win.","water, catch, track, pool, paint, top, gun, name, swim, group"
