Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
2688,1,"A new idea could be to use the rocket-packs but as a team sport that is played in the air. I guess similar to what they played in Harry Potter with the elevated arena, but instead of brooms you would use rocket-packs. The players could use a frisbee shaped object as their ball so that way it could float somewhat. The frisbee could also include a hovering feature, just in case it was dropped the ref could enable the hovering feature to keep the frisbee at the level of the game.","could, water, flag, maybe, different, something, track, base, rule, jump"
2691,1,Or the new sport could include having to dodge balls while jumping over hurdles to reach the goaline.,"could, water, flag, maybe, different, something, track, base, rule, jump"
2147,1,"Floating mat race. In a swimming pool, people will stand on a floating mat and rope jumping.","could, water, flag, maybe, different, something, track, base, rule, jump"
343,1,10. Cliff Diving,"could, water, flag, maybe, different, something, track, base, rule, jump"
1166,1,"obstacles could hoops, short tunnels, water jets, and whirlpool machines","could, water, flag, maybe, different, something, track, base, rule, jump"
1696,1,"we could have different sections like: the bow and arrow idea, a free for all type gymnast area where the person goes in and has to do their best tricks, a running section maybe with weights tied to them, or something of that nature to make it more challenging, a puzzle section maybe also.","could, water, flag, maybe, different, something, track, base, rule, jump"
2738,1,"The platforms could also randomly vibrate, that way some people can fall.","could, water, flag, maybe, different, something, track, base, rule, jump"
1700,1,or maybe jumping from pole to pole while shooting arrows,"could, water, flag, maybe, different, something, track, base, rule, jump"
2715,1,%maybe we could add something to hold the balls in bc it would be kind of hard to hold all five dodgeballs and throw one at the same time. it could be see through like mesh so others could still see the glowing balls or opaque so that we could be more stealthy when we played it.%,"could, water, flag, maybe, different, something, track, base, rule, jump"
2716,1,%people could have intertubes and they would have to be on or in their intertube at all times. this would be game with three teams of five and could be similar to water polo. except the players would have noodles (the things you use to float on in a pool) and they would have to use those to push a ball into an opponents goal. the ball could be a beach ball. pushing and kicking other players intertubes would be allowed and if you managed to get someone to fall off of their intertube then they would no longer be able to use it and they would have to swim for the remainder of the game.%,"could, water, flag, maybe, different, something, track, base, rule, jump"
