Line_Number	content	contentSimp	reply	timeCode	user	fake_username
115	Eligibility for free or low cost health care depending on your economic status	eligibility free low cost health care depending economic status	-1	April 10, 2013, 01:44:02 PM	72g15	Daniel Mason
116	Provide preventive care such as t-dap, menigitis, etc. to lower income and people who are not aware of the diseases.	provide preventive care t-dap, menigitis, etc. lower income people aware diseases.	-1	April 10, 2013, 01:45:56 PM	72g15	Daniel Mason
117	Increase the fund for technology in preventive medicine to fight future outbreaks and diseses	increase fund technology preventive medicine fight future outbreaks diseses	-1	April 10, 2013, 01:46:36 PM	72g15	Daniel Mason
118	Create an insurance that focuses mainly on health care	create insurance focuses health care	-1	April 10, 2013, 01:47:50 PM	72g15	Daniel Mason
119	Create better and more healthcare providing institutions and make them more convenient	create healthcare providing institutions make convenient	-1	April 10, 2013, 01:48:56 PM	72g15	Daniel Mason
120	Show people how to be healthy and stay healthy  :P	show people healthy stay healthy  :p	-1	April 10, 2013, 01:49:24 PM	72g15	Daniel Mason
121	Food-Banks and Food-drives must provide healthier food for those in need	food-banks food-drives provide healthier food	-1	April 10, 2013, 01:50:42 PM	72g15	Daniel Mason
122	Provide better care for mental health in order to educate people on health care	provide care mental health order educate people health care	-1	April 10, 2013, 01:51:43 PM	72g15	Daniel Mason
123	medicine should be available at lower cost for those with lower income	medicine lower cost lower income	-1	April 15, 2013, 09:31:22 AM	94g11	Kathryn Gallegos
124	insurance policies should be easier to understand by any body, not filled with unnecessary literature 	insurance policies easier understand body, filled unnecessary literature 	-1	April 15, 2013, 09:34:43 AM	94g11	Kathryn Gallegos
125	focus more on helping people who are sick rather than making money off that person	focus helping people sick making money person	-1	April 15, 2013, 09:38:45 AM	94g11	Kathryn Gallegos
126	hospital waiting areas can be more efficient, waiting areas can be crowded even with tons of staff there	hospital waiting areas efficient, waiting areas crowded tons staff	-1	April 15, 2013, 09:42:20 AM	94g11	Kathryn Gallegos
127	becoming a healthcare professional should be a little easier, as in some parts in medical school can be consolidated	healthcare professional easier, parts medical school consolidated	-1	April 15, 2013, 09:43:28 AM	94g11	Kathryn Gallegos
128	elementary, middle, and high school students should be taught about healthcare, insurance, and medical schools	elementary, middle, high school students taught healthcare, insurance, medical schools	-1	April 15, 2013, 09:48:48 AM	94g11	Kathryn Gallegos
129	all doctors should accept the same insurance across the board, not having the option for certain doctors.	doctors accept insurance board, option doctors.	-1	April 15, 2013, 09:50:45 AM	94g11	Kathryn Gallegos
130	many food producing companies tell the full truth about their products but put it in words that the average consumer would not understand. Something should be done so that the average consumer knows these different terms.	food producing companies full truth products put words average consumer understand. average consumer terms.	88	April 15, 2013, 12:39:57 PM	61g12	Ruben Morgan
131	maybe not a lot easier, but definitely a lot more affordable.	lot easier, lot affordable.	127	April 15, 2013, 12:40:59 PM	61g12	Ruben Morgan
132	the goal should be to cure not to treat.	goal cure treat.	-1	April 15, 2013, 12:41:36 PM	61g12	Ruben Morgan
133	convenient and affordable.	convenient affordable.	119	April 15, 2013, 12:42:48 PM	61g12	Ruben Morgan
134	instead of all of the advertisement seen of fast foods, cigarettes, and alcohol, there should be advertisements promoting healthy habits.	advertisement fast foods, cigarettes, alcohol, advertisements promoting healthy habits.	-1	April 15, 2013, 12:47:20 PM	61g12	Ruben Morgan
135	yes because many times the drug itself is worse than what is being treated.	times drug worse treated.	98	April 15, 2013, 12:51:45 PM	61g12	Ruben Morgan
136	a first aid course should be mandatory for all jobs, not just those dealing with children.	aid mandatory jobs, dealing children.	-1	April 15, 2013, 12:53:58 PM	61g12	Ruben Morgan
137	healthy foods should be cheaper since many times the unhealthy foods are more affordable.	healthy foods cheaper times unhealthy foods affordable.	-1	April 15, 2013, 12:55:51 PM	61g12	Ruben Morgan
138	organic foods should be available in all grocery stores and should be cheaper especially because there aren't any other preservatives in them. the cost should be less rather than more than foods grown with pesticides	organic foods grocery stores cheaper aren't preservatives them. cost foods grown pesticides	137	April 15, 2013, 01:05:48 PM	17g14	Daniel Keller
139	people who use things like tobacco or are obese have put themselves in their health situations so they should be liable.	people things tobacco obese put health situations liable.	-1	April 15, 2013, 01:06:47 PM	41g13	Steven Neal
140	there should emergency centers within 5 miles of any population of people	emergency centers 5 miles population people	105	April 15, 2013, 01:07:27 PM	17g14	Daniel Keller
141	there should be a limit, like in new york city, on how big a coke you can buy since they are bad for you	limit, york city, big coke buy bad	-1	April 15, 2013, 01:07:51 PM	41g13	Steven Neal
142	unless the person is diabetic or has another weight and food intake control issue, they should be held responsible for their actions leading them to this	person diabetic weight food intake control issue, held responsible actions leading	139	April 15, 2013, 01:08:40 PM	17g14	Daniel Keller
143	more portion controlled containers. if there isn't a lot more than what you're supposed to have there, then less people will be coerced into eating more than a serving	portion controlled containers. isn't lot you're supposed there, people coerced eating serving	-1	April 15, 2013, 01:10:27 PM	17g14	Daniel Keller
144	and if they arent accountable to the appointments they should be fined for possibly harming themselves which consequently drives healthcare up	accountable appointments fined possibly harming drives healthcare	-1	April 15, 2013, 01:10:55 PM	41g13	Steven Neal
145	states simply cannot support all the healthcare funds without federal support	states simply support healthcare funds federal support	103	April 15, 2013, 01:12:48 PM	41g13	Steven Neal
146	create punishments for refusing to visit regularly scheduled appointments without notice and rescheduling	create punishments refusing visit regularly scheduled appointments notice rescheduling	-1	April 15, 2013, 01:12:50 PM	17g14	Daniel Keller
