Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
178,3,"Other tasks: Bag hopping backwards (for a particular stretch of the race), Bag hopping with one foot (for a particular stretch of the race)","make, different, not, would, race, way, obstacle, people, also, good"
179,2,"The  frisbee must be caught using your head, similar to wearing a hat. The toss is not allowed to made with hands unless the frisbee lands outside of the boundaries and you are taking a ""toss in""","team, ball, player, game, get, point, hit, member, goal, throw"
180,4,"Protective gear is worn to protect the skull, eyes and help stabilize the neck to prevent any injury","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
181,2,"Once out, the player must wait until the team has gone through a specified rotation before being up again","team, ball, player, game, get, point, hit, member, goal, throw"
182,2,WaterBall,"team, ball, player, game, get, point, hit, member, goal, throw"
183,2,Similar to water basketball but with use of a football,"team, ball, player, game, get, point, hit, member, goal, throw"
184,2,"Two teams, object of the game is to score a point against the defending team into the offensive teams end zone.","team, ball, player, game, get, point, hit, member, goal, throw"
185,2,You are allowed to swim under water with the ball for a maximum of 5 seconds. Any extended amount of time will result in a penalty.,"team, ball, player, game, get, point, hit, member, goal, throw"
186,2,Players who are hitting are not allowed to touch the ball with either hands or feet,"team, ball, player, game, get, point, hit, member, goal, throw"
187,2,"The game is played with 3 balls. Ball A, Ball B and Ball C. You may only score points with Ball A and Ball B. Two points may be scored at one time. However, a team must be in possession of Ball C in order to score with either Ball A or Ball B","team, ball, player, game, get, point, hit, member, goal, throw"
188,2,"same soccer rules apply, except the ball is moved around with the use of players hands, not their feet.","team, ball, player, game, get, point, hit, member, goal, throw"
189,2,per team. There can be up to 5 teams,"team, ball, player, game, get, point, hit, member, goal, throw"
190,1,"lie down a fork on a desk, and try to put a quarter inside one of the spaces by rolling it down","would, sport, could, water, also, require, able, opponent, winner, certain"
191,3,ping pong ball with a spoon but this time go around in a course with little jumps here and there,"make, different, not, would, race, way, obstacle, people, also, good"
192,0,"go through a course with teammates, it can be easy or difficult, and the first team to finish wins, teammate can't be left behind.","person, must, time, win, first, go, flag, balloon, end, give"
193,3,"1. go through a regular course (climbing, etc) and think of other courses, etc","make, different, not, would, race, way, obstacle, people, also, good"
194,0,"who can wrestle with each other to get a prize, to win","person, must, time, win, first, go, flag, balloon, end, give"
195,2,someone who throws their shoe ot the other side of the line,"team, ball, player, game, get, point, hit, member, goal, throw"
196,0,go through such course and see who can finish it under certain minutes,"person, must, time, win, first, go, flag, balloon, end, give"
197,2,"have a name tag behind people's back, create two teams, play in a large area, whichever team gets their name tag taken off first loses","team, ball, player, game, get, point, hit, member, goal, throw"
198,2,"like a game where you piggy back someone, you get a piece of paper at a destination you either go back or go foward, who finishes first wins","team, ball, player, game, get, point, hit, member, goal, throw"
